model_label,model,dtype,batch_size,input_tokens,requested_output_tokens,warmup,repeats,median_time_sec,median_generated_tokens,median_tokens_per_sec,mean_tokens_per_sec,std_tokens_per_sec,peak_memory_gb
b968826d9c46dd6066d109eabc6255188de91218,/home/pengliang/.cache/huggingface/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,bfloat16,1,512,128,2,5,1.41069196164608,128,90.73561307504859,90.71699704737591,0.05999520929574126,28.73809814453125
b968826d9c46dd6066d109eabc6255188de91218,/home/pengliang/.cache/huggingface/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,bfloat16,2,512,128,2,5,1.4878457076847553,256,172.06085192688627,172.05619294153084,0.04959864706607157,28.73809814453125
b968826d9c46dd6066d109eabc6255188de91218,/home/pengliang/.cache/huggingface/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,bfloat16,4,512,128,2,5,1.6157726533710957,512,316.876262840431,316.8508325916302,0.0877128031330137,28.73809814453125
b968826d9c46dd6066d109eabc6255188de91218,/home/pengliang/.cache/huggingface/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,bfloat16,8,512,128,2,5,1.8001477755606174,1024,568.8421883481744,569.4675897387881,0.9800316055764747,28.73809814453125
b968826d9c46dd6066d109eabc6255188de91218,/home/pengliang/.cache/huggingface/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,bfloat16,16,512,128,2,5,2.1220756508409977,2048,965.0928321939697,964.9582901280182,0.4596036706726652,28.74005126953125
